[2026-02-19 19:56:28] SERVER: avvio in corso
[2026-02-19 19:56:28] SERVER: in ascolto sulla porta 8080
[2026-02-19 19:56:28] SERVER: nuova partita pronta, in attesa di giocatori
[2026-02-19 19:57:50] [fauu@127.0.0.1] MOVE: nuova pos (9,47)
[2026-02-19 19:57:50] [fauu@127.0.0.1] MOVE: 'D' (pos: 9,47)
[2026-02-19 19:57:50] [fauu@127.0.0.1] MOVE: nuova pos (9,48)
[2026-02-19 19:57:50] [fauu@127.0.0.1] MOVE: 'D' (pos: 9,48)
[2026-02-19 19:57:50] [fauu@127.0.0.1] MOVE: nuova pos (9,49)
[2026-02-19 19:57:51] [fauu@127.0.0.1] MOVE: 'S' (pos: 9,49)
[2026-02-19 19:57:51] [fauu@127.0.0.1] MOVE: nuova pos (10,49)
[2026-02-19 19:57:52] [fauu@127.0.0.1] MOVE: 'W' (pos: 10,49)
[2026-02-19 19:57:52] [fauu@127.0.0.1] MOVE: nuova pos (9,49)
[2026-02-19 19:57:52] [fauu@127.0.0.1] MOVE: 'W' (pos: 9,49)
[2026-02-19 19:57:52] [fauu@127.0.0.1] MOVE: nuova pos (8,49)
[2026-02-19 19:57:52] [fauu@127.0.0.1] MOVE: 'S' (pos: 8,49)
[2026-02-19 19:57:52] [fauu@127.0.0.1] MOVE: nuova pos (9,49)
[2026-02-19 19:57:53] [fauu@127.0.0.1] MOVE: 'S' (pos: 9,49)
[2026-02-19 19:57:53] [fauu@127.0.0.1] MOVE: nuova pos (10,49)
[2026-02-19 19:57:53] [fauu@127.0.0.1] MOVE: 'S' (pos: 10,49)
[2026-02-19 19:57:53] [fauu@127.0.0.1] ITEM: raccolto in (11,49), totale=2
[2026-02-19 19:57:53] [fauu@127.0.0.1] MOVE: nuova pos (11,49)
[2026-02-19 19:57:53] [fauu@127.0.0.1] MOVE: 'S' (pos: 11,49)
[2026-02-19 19:57:53] [fauu@127.0.0.1] MOVE: bloccato dal muro
[2026-02-19 19:57:54] [fauu@127.0.0.1] MOVE: 'W' (pos: 11,49)
[2026-02-19 19:57:54] [fauu@127.0.0.1] MOVE: nuova pos (10,49)
[2026-02-19 19:57:54] [fauu@127.0.0.1] MOVE: 'W' (pos: 10,49)
[2026-02-19 19:57:54] [fauu@127.0.0.1] MOVE: nuova pos (9,49)
[2026-02-19 19:57:54] [fauu@127.0.0.1] MOVE: 'W' (pos: 9,49)
[2026-02-19 19:57:54] [fauu@127.0.0.1] MOVE: nuova pos (8,49)
[2026-02-19 19:57:55] [fauu@127.0.0.1] MOVE: 'W' (pos: 8,49)
[2026-02-19 19:57:55] [fauu@127.0.0.1] MOVE: nuova pos (7,49)
[2026-02-19 19:57:55] [fauu@127.0.0.1] MOVE: 'A' (pos: 7,49)
[2026-02-19 19:57:55] [fauu@127.0.0.1] MOVE: nuova pos (7,48)
[2026-02-19 19:57:56] [fauu@127.0.0.1] MOVE: 'A' (pos: 7,48)
[2026-02-19 19:57:56] [fauu@127.0.0.1] MOVE: nuova pos (7,47)
[2026-02-19 19:57:56] [fauu@127.0.0.1] MOVE: 'W' (pos: 7,47)
[2026-02-19 19:57:56] [fauu@127.0.0.1] MOVE: nuova pos (6,47)
[2026-02-19 19:57:56] [fauu@127.0.0.1] MOVE: 'W' (pos: 6,47)
[2026-02-19 19:57:56] [fauu@127.0.0.1] MOVE: nuova pos (5,47)
[2026-02-19 19:57:57] [fauu@127.0.0.1] MOVE: 'A' (pos: 5,47)
[2026-02-19 19:57:57] [fauu@127.0.0.1] MOVE: nuova pos (5,46)
[2026-02-19 19:57:57] [fauu@127.0.0.1] MOVE: 'A' (pos: 5,46)
[2026-02-19 19:57:57] [fauu@127.0.0.1] MOVE: nuova pos (5,45)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: 'W' (pos: 5,45)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: nuova pos (4,45)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: 'W' (pos: 4,45)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: nuova pos (3,45)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: 'D' (pos: 3,45)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: nuova pos (3,46)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: 'D' (pos: 3,46)
[2026-02-19 19:57:58] [fauu@127.0.0.1] MOVE: nuova pos (3,47)
[2026-02-19 19:57:59] [fauu@127.0.0.1] MOVE: 'W' (pos: 3,47)
[2026-02-19 19:57:59] [fauu@127.0.0.1] MOVE: nuova pos (2,47)
[2026-02-19 19:57:59] [fauu@127.0.0.1] MOVE: 'W' (pos: 2,47)
[2026-02-19 19:57:59] [fauu@127.0.0.1] MOVE: nuova pos (1,47)
[2026-02-19 19:58:00] [fauu@127.0.0.1] MOVE: 'D' (pos: 1,47)
[2026-02-19 19:58:00] [fauu@127.0.0.1] MOVE: nuova pos (1,48)
[2026-02-19 19:58:00] [fauu@127.0.0.1] BLUR: mappa sfocata inviata
[2026-02-19 19:58:01] [fauu@127.0.0.1] MOVE: 'D' (pos: 1,48)
[2026-02-19 19:58:01] [fauu@127.0.0.1] MOVE: nuova pos (1,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: 'S' (pos: 1,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: nuova pos (2,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: 'S' (pos: 2,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: nuova pos (3,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: 'S' (pos: 3,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: nuova pos (4,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: 'S' (pos: 4,49)
[2026-02-19 19:58:02] [fauu@127.0.0.1] MOVE: nuova pos (5,49)
[2026-02-19 19:58:03] [fauu@127.0.0.1] MOVE: 'D' (pos: 5,49)
[2026-02-19 19:58:03] [fauu@127.0.0.1] MOVE: nuova pos (5,50)
[2026-02-19 19:58:03] [fauu@127.0.0.1] MOVE: 'D' (pos: 5,50)
[2026-02-19 19:58:03] [fauu@127.0.0.1] GAME: uscita trovata
[2026-02-19 19:58:03] [fauu@127.0.0.1] GAME: sessione terminata
[2026-02-19 19:58:03] [fauu@127.0.0.1] SCORE: oggetti=2 exit=1
[2026-02-19 19:58:03] [fauu@127.0.0.1] ENDGAME: terminato (0 ancora in gioco)
[2026-02-19 19:58:03] ENDGAME: tutti finiti, calcolo vincitore
[2026-02-19 19:58:03] ENDGAME: vincitore -> 'ent'
[2026-02-19 19:58:03] [fauu@127.0.0.1] RESULT: sconfitto
[2026-02-19 19:58:03] [fauu@127.0.0.1] CLEANUP: connessione chiusa
[2026-02-19 19:58:03] SERVER: partita terminata, reset in corso
[2026-02-19 19:58:03] SERVER: nuova partita pronta, in attesa di giocatori
[2026-02-19 19:58:20] TIMER: tempo scaduto, fine partita
